,run,precision,recall,f1,seg_id,num_endpoints,endpoints,invalidation_d,cube_side_len,decimation_factor,comments,proposed_endpoints
448,449,0.23076923076923078,1.0,0.375,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4800,800,0.7455555555555555,good,"[[137500 174300  22550]
 [127500 180700  21810]
 [143700 168900  22410]
 [131900 175100  22410]
 [145100 169100  22150]
 [128300 174700  22350]
 [129700 173500  22130]
 [146100 168900  22010]
 [129500 176700  22110]
 [137700 173700  22530]
 [127700 175700  22310]
 [127700 168300  22190]
 [140900 171300  22550]]"
449,450,0.23076923076923078,1.0,0.375,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4800,800,0.8,good,"[[137500 174300  22550]
 [127500 180700  21810]
 [143700 168900  22410]
 [131900 175100  22410]
 [145100 169100  22150]
 [128300 174700  22350]
 [129700 173500  22130]
 [146100 168900  22010]
 [129500 176700  22110]
 [137700 173700  22530]
 [127700 175700  22310]
 [127700 168300  22190]
 [140900 171300  22550]]"
450,451,0.6,1.0,0.7499999999999999,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,400,0.31,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [143650 168850  22405]
 [127650 168150  22135]]"
451,452,0.6,1.0,0.7499999999999999,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,400,0.36444444444444446,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [143650 168850  22405]
 [127650 168150  22135]]"
452,453,0.6,1.0,0.7499999999999999,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,400,0.41888888888888887,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [143650 168850  22405]
 [127650 168150  22135]]"
453,454,0.6,1.0,0.7499999999999999,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,400,0.47333333333333333,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [143650 168850  22405]
 [127650 168150  22135]]"
454,455,0.6,1.0,0.7499999999999999,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,400,0.5277777777777778,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [143650 168850  22405]
 [127650 168150  22135]]"
455,456,0.6,1.0,0.7499999999999999,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,400,0.5822222222222222,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [143650 168850  22405]
 [127650 168150  22135]]"
456,457,0.6,1.0,0.7499999999999999,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,400,0.6366666666666667,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [143650 168850  22405]
 [127650 168150  22135]]"
457,458,0.6,1.0,0.7499999999999999,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,400,0.6911111111111111,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [143650 168850  22405]
 [127650 168150  22135]]"
458,459,0.6,1.0,0.7499999999999999,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,400,0.7455555555555555,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [143650 168850  22405]
 [127650 168150  22135]]"
459,460,0.6,1.0,0.7499999999999999,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,400,0.8,good,"[[145750 169050  22015]
 [127550 180850  21825]
 [129750 173350  22125]
 [143650 168850  22405]
 [127650 168150  22135]]"
460,461,0.6,1.0,0.7499999999999999,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,450,0.31,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [127743 168356  22179]
 [129543 173418  22123]
 [137868 173643  22528]]"
461,462,0.6,1.0,0.7499999999999999,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,450,0.36444444444444446,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [127743 168356  22179]
 [129543 173418  22123]
 [137868 173643  22528]]"
462,463,0.6,1.0,0.7499999999999999,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,450,0.41888888888888887,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [127743 168356  22179]
 [129543 173418  22123]
 [137868 173643  22528]]"
463,464,0.6,1.0,0.7499999999999999,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,450,0.47333333333333333,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [127743 168356  22179]
 [129543 173418  22123]
 [137868 173643  22528]]"
464,465,0.6,1.0,0.7499999999999999,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,450,0.5277777777777778,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [127743 168356  22179]
 [129543 173418  22123]
 [137868 173643  22528]]"
465,466,0.6,1.0,0.7499999999999999,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,450,0.5822222222222222,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [127743 168356  22179]
 [129543 173418  22123]
 [137868 173643  22528]]"
466,467,0.6,1.0,0.7499999999999999,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,450,0.6366666666666667,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [127743 168356  22179]
 [129543 173418  22123]
 [137868 173643  22528]]"
467,468,0.6,1.0,0.7499999999999999,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,450,0.6911111111111111,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [127743 168356  22179]
 [129543 173418  22123]
 [137868 173643  22528]]"
468,469,0.6,1.0,0.7499999999999999,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,450,0.7455555555555555,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [127743 168356  22179]
 [129543 173418  22123]
 [137868 173643  22528]]"
469,470,0.6,1.0,0.7499999999999999,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,450,0.8,good,"[[127518 180843  21819]
 [145968 169031  22010]
 [127743 168356  22179]
 [129543 173418  22123]
 [137868 173643  22528]]"
470,471,0.2857142857142857,0.6666666666666666,0.4,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,500,0.31,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [129562 176687  22118]
 [145937 169062  22006]
 [143687 168812  22406]
 [137437 174187  22543]
 [127687 168562  22181]]"
471,472,0.2857142857142857,0.6666666666666666,0.4,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,500,0.36444444444444446,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [129562 176687  22118]
 [145937 169062  22006]
 [143687 168812  22406]
 [137437 174187  22543]
 [127687 168562  22181]]"
472,473,0.2857142857142857,0.6666666666666666,0.4,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,500,0.41888888888888887,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [129562 176687  22118]
 [145937 169062  22006]
 [143687 168812  22406]
 [137437 174187  22543]
 [127687 168562  22181]]"
473,474,0.2857142857142857,0.6666666666666666,0.4,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,500,0.47333333333333333,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [129562 176687  22118]
 [145937 169062  22006]
 [143687 168812  22406]
 [137437 174187  22543]
 [127687 168562  22181]]"
474,475,0.2857142857142857,0.6666666666666666,0.4,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,500,0.5277777777777778,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [129562 176687  22118]
 [145937 169062  22006]
 [143687 168812  22406]
 [137437 174187  22543]
 [127687 168562  22181]]"
475,476,0.2857142857142857,0.6666666666666666,0.4,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,500,0.5822222222222222,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [129562 176687  22118]
 [145937 169062  22006]
 [143687 168812  22406]
 [137437 174187  22543]
 [127687 168562  22181]]"
476,477,0.2857142857142857,0.6666666666666666,0.4,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,500,0.6366666666666667,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [129562 176687  22118]
 [145937 169062  22006]
 [143687 168812  22406]
 [137437 174187  22543]
 [127687 168562  22181]]"
477,478,0.2857142857142857,0.6666666666666666,0.4,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,500,0.6911111111111111,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [129562 176687  22118]
 [145937 169062  22006]
 [143687 168812  22406]
 [137437 174187  22543]
 [127687 168562  22181]]"
478,479,0.2857142857142857,0.6666666666666666,0.4,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,500,0.7455555555555555,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [129562 176687  22118]
 [145937 169062  22006]
 [143687 168812  22406]
 [137437 174187  22543]
 [127687 168562  22181]]"
479,480,0.2857142857142857,0.6666666666666666,0.4,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,500,0.8,good,"[[129687 173437  22131]
 [127562 180812  21818]
 [129562 176687  22118]
 [145937 169062  22006]
 [143687 168812  22406]
 [137437 174187  22543]
 [127687 168562  22181]]"
480,481,0.2857142857142857,0.6666666666666666,0.4,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,550,0.31,good,"[[127531 180881  21814]
 [145681 169056  22006]
 [129731 173456  22130]
 [129318 178268  22226]
 [143618 168918  22405]
 [127668 168643  22171]
 [137843 173593  22529]]"
481,482,0.2857142857142857,0.6666666666666666,0.4,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5000,550,0.36444444444444446,good,"[[127531 180881  21814]
 [145681 169056  22006]
 [129731 173456  22130]
 [129318 178268  22226]
 [143618 168918  22405]
 [127668 168643  22171]
 [137843 173593  22529]]"
